dataset,question,correct_answers,generated_answer,is_correct,context_used
natural_questions,when was the first nuclear power plant opened,"['On June 27 , 1954', 'the USSR', 'December 2 , 1942', 'December 20 , 1951', 'June 27 , 1954']",1954,True,False
natural_questions,where does the last name waters come from,"['Wales and Yorkshire', ""`` Wat '' , or `` Wa'ter '' , an old pronunciation of Gaultier or Walter"", ""the surname Watson ( `` Wat 's son '' )"", 'Wales', 'Yorkshire', 'Wales', 'Yorkshire']",It is of English origin and can be an occupational name for a water carrier or someone who worked near water.,False,False
natural_questions,how does sweden view its role during war-time,['long - standing policy of neutrality'],"Historically neutral, but willing to support allies and defend itself if necessary.",False,False
natural_questions,what states do not allow daylight savings time,"['Arizona', 'Navajo', 'Arizona ( except for the Navajo , who do observe daylight saving time on tribal lands )', 'Hawaii', 'Arizona', 'Hawaii']",Arizona and Hawaii.,True,False
natural_questions,when did where are you now come out,"['February 27 , 2015', 'February 27 , 2015', 'February 27 , 2015', 'February 27 , 2015', 'February 27 , 2015']",2019,False,False
natural_questions,when did dragon ball z air in australia,['Fall 1998'],1999-2001,False,False
natural_questions,which type of hematoma is a result of torn bridging meningeal veins,"['subdural hematoma ( SDH )', 'A subdural hematoma ( SDH )', 'A subdural hematoma', 'subdural hematoma']",Subdural hematoma.,True,False
natural_questions,who sang i want to be bobbys girl,"['Marcie Blane', 'Marcie Blane']",Connie Francis.,False,False
natural_questions,when did the nba add the three point line,"['1979 -- 80 season', '1979 -- 80', 'the 1979 -- 80 season', '1979 -- 80 season', 'In the 1979 -- 80 season']",1979,True,False
natural_questions,where are the cones in the eye located,"['in the retina', 'in the fovea centralis', 'in the retina', 'in the fovea centralis , a 0.3 mm diameter rod - free area', 'the retina']","The cones in the eye are located in the macula, specifically in the fovea.",True,False
natural_questions,where does puerto rico's power come from,"['Puerto Rico Electric Power Authority ( PREPA )', 'Puerto Rico Electric Power Authority']","Primarily from fossil fuels (oil and natural gas), with a growing contribution from renewable sources like solar and wind.",False,False
natural_questions,what is the role of the gut flora,"['by fermenting dietary fiber into short - chain fatty acids ( SCFAs ) , such as acetic acid and butyric acid , which are then absorbed by the host', 'synthesizing vitamin B and vitamin K as well as metabolizing bile acids , sterols , and xenobiotics', 'to function like an endocrine organ']","The gut flora aids in digestion, produces vitamins, supports immune function, and protects against harmful pathogens.",False,False
natural_questions,what were the some of the causes for bacon's rebellion,"[""The colony 's dismissive policy as it related to the political challenges of its western frontier , along with other challenges including leaving Bacon out of his inner circle , refusing to allow Bacon to be a part of his fur trade with the Indians , and Doeg American Indian attacks""]","High taxes, low wages, and conflicts with Native Americans.",False,False
natural_questions,great tang dynasty record of the western regions,"[""a narrative of Xuanzang 's nineteen - year journey from Chang'an in central China to the Western Regions of Chinese historiography"", ""a narrative of Xuanzang 's nineteen - year journey from Chang'an in central China to the Western Regions of Chinese historiography""]",The Book of Sui.,False,False
natural_questions,who is the founder of el pollo loco,"['Juan Francisco Ochoa', 'Juan Francisco Ochoa', 'Juan Francisco Ochoa', 'Juan Francisco Ochoa', 'Juan Francisco Ochoa']",Carl Hartman.,False,False
natural_questions,when does the second half of vikings season 5 air,"['in 2018', '2018', '2018', 'in 2018']","December 30, 2019.",False,False
natural_questions,where is connective tissue found in the body,"['between other tissues everywhere in the body', 'in between other tissues everywhere in the body , including the nervous system', 'between other tissues everywhere in the body', 'in between other tissues everywhere in the body , including the nervous system', 'in between other tissues everywhere in the body , including the nervous system']","Throughout the body, including bones, tendons, ligaments, skin, and organs.",False,False
natural_questions,where do pineapples come from in the world,"['Costa Rica , Brazil , and the Philippines', 'Costa Rica', 'Brazil', 'Philippines', 'Thailand', 'India', 'Indonesia', 'Costa Rica', 'Brazil', 'the Philippines']",South America and tropical regions worldwide.,False,False
natural_questions,when does april fools day end at noon,['April 1st'],I don't know.,False,False
natural_questions,where is thank you for your service based,"['Fort Riley , Kansas', 'Fort Riley , Kansas', 'Kansas', 'the vicinity of Fort Riley , Kansas', 'Fort Riley , Kansas']","Los Angeles, California.",False,False
natural_questions,new movie of ajay devgan and sonakshi sinha,"['Action Jackson', 'Action Jackson', 'Action Jackson']",Thank God.,False,False
natural_questions,what stage of the star life cycle is the sun in,"['about halfway through its main - sequence stage', 'about halfway through its main - sequence stage', 'about halfway through its main - sequence stage', 'roughly halfway through the most stable part of its life']",Main sequence.,True,False
natural_questions,who plays cesar in the show on my block,"['Diego Tinoco', 'Diego Tinoco', 'Diego Tinoco', 'Diego Tinoco', 'Diego Tinoco']",Diego Tinoco.,True,False
natural_questions,what nba player has scored the most 3 pointers,"['Ray Allen', 'Ray Allen', 'Ray Allen', 'Ray Allen', 'Ray Allen']",Stephen Curry.,False,False
natural_questions,what was the ancient chinese umbrella used for,"['often linked to high - ranking ( though not necessarily royalty ) in China', 'a defense against rain']","Primarily for protection from sun and rain, and as a symbol of rank and status.",False,False
natural_questions,when was the statue of liberty in france built,['Paris'],1875-1884,False,False
natural_questions,how many times have the winter olympics been in the usa since 1924,"['four', 'four', '1932', '1960', '1980', '2002', 'four', 'four times']",Four.,True,False
natural_questions,who sings i'll sleep when i'm dead,"['Warren Zevon', 'Bon Jovi']",The band Arctic Monkeys.,False,False
natural_questions,what level is a city and guilds qualification,"['entry level to level 7', 'entry level to level 7']",Level 1 to Level 5.,False,False
natural_questions,who owns the crown plaza hotel in chicago illinois,['InterContinental Hotels Group'],Host Hotels & Resorts.,False,False
natural_questions,where is the intermountain region located on a map,"['between the front ranges of the Rocky Mountains on the east and the Cascade Range and Sierra Nevada on the west', 'between the front ranges of the Rocky Mountains on the east and the Cascade Range and Sierra Nevada on the west']","The Intermountain Region is located in the western United States, between the Rocky Mountains and the Cascade/Sierra Nevada mountain ranges.",False,False
natural_questions,what is the setting of a dolls house,"['a Norwegian town circa 1879', 'a Norwegian town circa 1879', 'a Norwegian town']",Nora and Torvald Helmer's home in Norway.,False,False
natural_questions,who plays the grandmother in game of thrones,['Rigg'],Dame Diana Rigg.,True,False
natural_questions,what's the nba record for most points in a half,"['59', '59 by Wilt Chamberlain , Philadelphia Warriors', '59']",60 points (by Donovan Mitchell),False,False
natural_questions,who played the king in the ten commandments,"['Woodrow Strode', 'Yul Brynner', 'Woodrow Strode']",Yul Brynner.,True,False
natural_questions,who is the original singer of i write sins not tragedies,"['Panic ! at the Disco', 'Panic ! at the Disco', 'American rock band Panic ! at the Disco', 'Panic ! at the Disco']",Billie Eilish.,False,False
natural_questions,where is the new stadium being built in las vegas,"['on about 62 acres west of Mandalay Bay at Russell Road and Hacienda Avenue and between Polaris Avenue and Dean Martin Drive , just west of Interstate 15', 'west of Mandalay Bay at Russell Road and Hacienda Avenue and between Polaris Avenue and Dean Martin Drive , just west of Interstate 15', 'Paradise , Nevada', 'about 62 acres west of Mandalay Bay at Russell Road and Hacienda Avenue and between Polaris Avenue and Dean Martin Drive , just west of Interstate 15', 'in Paradise , Nevada']",Near the Raiders headquarters and Allegiant Stadium on the west side of Las Vegas.,False,False
natural_questions,what is the approximate volume of the brain,['average adult brain volume of 1260 cubic centimeters ( cm ) for men and 1130 cm for women'],1300 cubic centimeters.,False,False
natural_questions,name of black man in to kill a mockingbird,"[""Thomas `` Tom '' Robinson"", ""Thomas `` Tom '' Robinson"", ""Thomas `` Tom '' Robinson"", ""Thomas `` Tom '' Robinson"", 'Tom Robinson']",Tom Robinson.,True,False
natural_questions,name the tissue type of the inner most layer of cells,['Epithelium'],endothelium,False,False
natural_questions,what does ss stand for on naval ships,"['Single - screw Steamship', ""`` United States Ship '' ( USS )""]",Ship Support.,False,False
natural_questions,where did the santa fe trail take emigrants,"['connected Independence , Missouri with Santa Fe , New Mexico']","From Missouri to Santa Fe, New Mexico.",True,False
natural_questions,what is one of the main goal of the democratic party,"['social and economic equality , along with the welfare state', 'economic equality', 'economic equality', 'social and economic equality']",To promote social and economic equality.,True,False
natural_questions,who played chaka on land of the lost tv show,"['Phillip Paley', 'Phillip Paley', 'Phillip Paley', 'Phillip Paley', 'Phillip Paley']",Richard Conte.,False,False
natural_questions,where was it happened at the world fair filmed,"['Seattle , Washington', 'Seattle , Washington', 'Seattle , Washington', ""Seattle , Washington , site of the Century 21 Exposition , the 1962 World 's Fair"", 'Camarillo , California', 'The Seattle Center', 'the White River between Enumclaw and Buckley']","The World Fair was filmed in various locations across the globe, including Italy, Germany, and the UK.",False,False
natural_questions,which level of weight bearing often comes with a set number of pounds,['Partial weight - bearing'],Partial weight-bearing with crutches.,True,False
natural_questions,what river flows through charleston west virginia’s capital,"['the confluence of the Elk and Kanawha Rivers', 'Kanawha River', 'Elk', 'Kanawha', 'the Elk and Kanawha Rivers']",The Kanawha River.,True,False
natural_questions,where did chocolate originate the americas spain asia,"['Americas', 'the Americas', 'Mesoamerica', 'Mesoamerica']",The Americas.,True,False
natural_questions,who sings so come and dance with me jai ho,"['Sukhvinder Singh', 'Mahalaxmi Iyer', 'Vijay Prakash', 'Tanvi Shah', 'Sukhvinder Singh', 'Mahalaxmi Iyer', 'Vijay Prakash', 'Tanvi Shah', 'Sukhvinder Singh', 'Mahalaxmi Iyer', 'Vijay Prakash', 'Tanvi Shah']",Brian May and Montserrat Caballé.,False,False
natural_questions,the elements in each period have the same number of,"['electron shells', 'electron shells', 'electron shells', 'electron shells', 'electron shells']",electron shells.,True,False
natural_questions,bible verse taking the lord's name in vain,"['Exodus 20 : 7', 'Exodus 20 : 7', 'Exodus 20 : 7']","Exodus 20:7 - ""Thou shalt not take the name of the Lord thy God in vain: for the Lord will not hold him guiltless that taketh his name in vain.""",True,False
natural_questions,who plays faith on when calls the heart,"['Andrea Brooks', 'Andrea Brooks', 'Andrea Brooks', 'Andrea Brooks', 'Andrea Brooks']",Logan Browning.,False,False
natural_questions,who has most followers on instagram in world,"[""Instagram 's own account"", 'Selena Gomez', 'Selena Gomez', 'Instagram', ""Instagram 's own account""]",Cristiano Ronaldo.,False,False
natural_questions,who plays chris grandy in 13 going on 30,"['Jim Gaffigan', 'Jim Gaffigan', 'Jim Gaffigan', 'Alex Black']",Chris Evans.,False,False
natural_questions,why only 8 episodes in satc season 5,"[""due to Parker 's pregnancy at the time of filming"", ""Parker 's pregnancy at the time of filming"", ""due to Parker 's pregnancy at the time of filming"", ""due to Parker 's pregnancy at the time of filming"", ""Parker 's pregnancy at the time of filming""]",Production delays due to Sarah Jessica Parker's pregnancy led to a shorter fifth season with only 8 episodes.,False,False
natural_questions,of which country is sofia the capital city,"['Bulgaria', 'Bulgaria', 'Bulgaria', 'Bulgaria']",Bulgaria.,True,False
natural_questions,who played hyde in league of extraordinary gentlemen,"['Jason Flemyng', 'Jason Flemyng', 'Jason Flemyng', 'Jason Flemyng', 'Jason Flemyng']",Jason Statham,False,False
natural_questions,what is the average salary for a us congressman,"['$174,000', '$174,000']","Around $174,000 per year.",True,False
natural_questions,when does the heart develop and begin pumping blood,"['in the human , beats spontaneously by week 4 of development', 'by week 4 of development', 'by week 4 of development', 'week 4 of development']",The heart begins to develop around 3 weeks of gestation and starts pumping blood around 9 weeks of gestation.,False,False
natural_questions,where is dancing on ice filmed this year,"['a purpose - built studio at RAF Bovingdon', 'RAF Bovingdon', 'RAF Bovingdon', 'RAF Bovingdon']",Birmingham,False,False
natural_questions,where does no game no life anime end,"['the Elkia Federation', 'the sixth volume']","The anime ends after the final episode of season 1, leaving the story unfinished.",False,False
natural_questions,how much is a 72 oz steak at the big texan,"['$72', '$72', '$72']",Around $75-$80.,False,False
natural_questions,who were the original voices of the flintstones,"['Alan Reed', 'Jean Vander Pyl', 'Mel Blanc', 'Bea Benaderet', 'Don Messick', 'John Stephenson', 'Verna Felton', 'Harvey Korman']","Alan Reed (Fred), Jackie Gleason (voice and some physical performance for Barney), Ann Jillian (Wilma), and Jean Vander Pyl (Betty).",True,False
natural_questions,how did they come up with the name twenty one pilots,"['studying All My Sons by Arthur Miller , a play about a man whose choice to send out faulty airplane parts for the good of his business and family caused the death of twenty one pilots during World War II']","Josh Dun (drummer) came up with the name ""Twenty One Pilots"" by combining two of his favorite numbers (21) and Tyler Joseph’s (lead vocalist/songwriter) favorite pilot.",False,False
natural_questions,where does decussation occur in the spinothalamic pathway,"['usually occurs 1 - 2 spinal nerve segments above the point of entry', '1 - 2 spinal nerve segments above the point of entry', '1 - 2 spinal nerve segments above the point of entry', '1 - 2 spinal nerve segments above the point of entry']",The decussation occurs in the medulla oblongata.,False,False
natural_questions,who propounded the idea of basic education in india,"['Mahatma Gandhi', 'Mahatma Gandhi', 'Mahatma Gandhi']",M.K. Gandhi,False,False
natural_questions,when did korn's follow the leader come out,"['August 18 , 1998', 'August 18 , 1998', 'August 18 , 1998', 'August 18 , 1998', 'August 18 , 1998']",1998.,True,False
natural_questions,who played sam in clarissa explains it all,"[""Sean O'Neal"", ""Sean O'Neal"", ""Sean O'Neal"", ""Sean O'Neal"", ""Sean O'Neal""]",Jason Weaver,False,False
natural_questions,when did new york stop using the electric chair,"['1963', '1972', '1963']",2019,False,False
natural_questions,who played tibbs on in the heat of the night,"['Howard Ellsworth Rollins Jr .', 'Howard Ellsworth Rollins Jr .', 'Howard Ellsworth Rollins Jr .', 'Howard Ellsworth Rollins Jr .', 'Howard Ellsworth Rollins Jr .']",Carroll O'Connor.,False,False
natural_questions,where did they film the book of eli,"['New Mexico', 'New Mexico', 'in New Mexico']","New Orleans and Baton Rouge, Louisiana.",False,False
natural_questions,what does bajrang dal do on valentine's day,"['caught un-married couples on Valentines day and forced them to apply sindoor or tie rakhis against their wishes', 'invading gift shops and restaurants and threatening couples']","They often protest against Valentine's Day celebrations, viewing them as a Western import that goes against Indian culture.",False,False
natural_questions,who did michael showers play on vampire diaries,"['The Man', 'The Man', 'The Man', 'The Man', 'The Man']",Alaric Saltzman.,False,False
natural_questions,where are the san juan mountains in new mexico,"['northwestern New Mexico', 'northwestern New Mexico', 'northwestern New Mexico', 'in southwestern Colorado and northwestern New Mexico']","The San Juan Mountains are located in Colorado, not New Mexico.",False,False
natural_questions,was star wars a book or a movie first,"['film', 'film']",Movie.,False,False
natural_questions,what was the religion in the virginia colony,"['Anglican church', 'Anglican', 'The Church of England', 'Anglican']",Anglicanism.,True,False
natural_questions,who got the most passing yards in the nfl,"['Peyton Manning', 'Peyton Manning', 'Peyton Manning', 'Peyton Manning', 'Peyton Manning']",Tom Brady.,False,False
natural_questions,what is the movie dazed and confused about,['follows various groups of Texas teenagers during the last day of school in 1976'],It's about the last day of high school for a group of students in 1976.,False,False
natural_questions,who is the longest serving manager in manchester united history,"['Sir Alex Ferguson', 'Sir Alex Ferguson', 'Sir Alex Ferguson', 'Sir Alex Ferguson', 'Sir Alex Ferguson']",Sir Alex Ferguson.,True,False
natural_questions,when does walking dead season 8 second half start,"['October 22 , 2017', 'February 25 , 2018', 'February 25 , 2018']","February 25, 2018.",True,False
natural_questions,where did the ancestors of the domestic goat originate,['Iran'],The Middle East and surrounding areas.,False,False
natural_questions,when does the implantation of the embryo occur,['around 9 days after ovulation'],Around 6-12 days after fertilization.,False,False
natural_questions,where is the world cup being held 2018,"['Russia', 'Russia', 'Russia', 'Russia']",Russia.,True,False
natural_questions,rizal finished all the chapters of the novel noli me tangere in,"['Spanish', 'December 1886']",Berlin.,False,False
natural_questions,how many dominoes do you need for mexican train,"['A double - twelve set', 'A double - twelve set']",52,False,False
natural_questions,who declared war on the united states four days after pearl harbor,"['Nazi Germany', 'Fascist Italy', 'Nazi Germany', 'Fascist Italy']",Japan.,False,False
natural_questions,when did red bull come to the united states,"['1997', '1997', '1997', '1997', '1997']",1997,True,False
natural_questions,when do you get a dd form 214,"[""upon a military service member 's retirement , separation , or discharge from active duty in the Armed Forces of the United States"", ""upon a military service member 's retirement , separation , or discharge from active duty in the Armed Forces of the United States"", ""issued upon a military service member 's retirement , separation , or discharge from active duty in the Armed Forces of the United States""]",Upon completion of military service.,True,False
natural_questions,when was the last time the crows were in the grand final,"['2017', '2017', '2017', '2017', '2017']",2018.,False,False
natural_questions,what is the scientific name for the calf muscle,"['gastrocnemius muscle', 'gastrocnemius muscle', 'soleus', 'gastrocnemius']",Gastrocnemius.,True,False
natural_questions,who made the song we are the world,"['supergroup United Support of Artists ( USA ) for Africa', 'the supergroup United Support of Artists ( USA ) for Africa', 'the supergroup United Support of Artists ( USA ) for Africa', 'recorded by the supergroup United Support of Artists ( USA ) for Africa', 'written by Michael Jackson and Lionel Richie ( with arrangements by Michael Omartian )', 'produced by Quincy Jones']","Michael Jackson and Lionel Richie co-wrote ""We Are the World.""",False,False
natural_questions,when did the movie napoleon dynamite come out,"['June 11 , 2004', 'June 11 , 2004', '2004', '2004', '2004']",2004,True,False
natural_questions,make it or break it who does the gymnastics,"['former elite , Olympian or NCAA champion gymnasts', 'former elite , Olympian or NCAA champion gymnasts', 'former elite , Olympian or NCAA champion gymnasts', 'former elite , Olympian or NCAA champion gymnasts']",Simone Biles.,False,False
natural_questions,who dies in akame ga kill night raid,"['Tatsumi', 'Tatsumi']","Multiple characters die throughout Akame ga Kill! Night Raid suffers significant casualties. Some notable deaths include Sayo, Lien, Najenda, Akame, and Tatsumi.",True,False
natural_questions,when was the biltmore house opened to the public,"['March 1930', 'March 1930', 'March 1930', 'March 1930', 'March 1930']",1895,False,False
natural_questions,when was the last time the dodgers played yankees in the world series,"['1981', '1981', '1981', '1981', '1981']",1988,False,False
natural_questions,where will be the next olympics be held,"['Tokyo', 'Tokyo', 'Tokyo', 'Tokyo', 'Tokyo']",Paris 2024.,False,False
natural_questions,who is tinker air force base named after,"['Major General Clarence L. Tinker , the first Native American Major General', 'Major General Clarence L. Tinker', 'Major General Clarence L. Tinker , the first Native American Major General', 'Major General Clarence L. Tinker , the first Native American Major General']",Clarence L. Tinker.,True,False
natural_questions,who does the voice of cruz on cars 3,"['Cristela Alonzo', 'Cristela Alonzo', 'Cristela Alonzo']",Cristela Alonzo,True,False
natural_questions,what happened to jake and miley on hannah montana forever,['Miley finally ends it with him'],They broke up.,False,False
natural_questions,who's the original singer of help me make it through the night,"['Kris Kristofferson', 'Kris Kristofferson', 'Kris Kristofferson', 'Kris Kristofferson', 'Kris Kristofferson']",Linda Ronstadt.,False,False
natural_questions,where does the movie mothers day take place,"['Atlanta , Georgia', 'Atlanta', 'Atlanta', 'Atlanta', 'Atlanta']","Atlanta, Georgia and Los Angeles, California.",True,False
natural_questions,what is the big gold dome in jerusalem,['Dome of the Rock'],The Dome of the Rock.,True,False
natural_questions,when did russia join the world economic forum,"['1997', '1997']",1992.,False,False
natural_questions,where is wind power used most in the united states,"['Texas', 'Iowa', 'Iowa', 'the central plains', 'Texas']",Texas.,True,False
natural_questions,who sang once upon a dream at the end of maleficent,"['Lana Del Rey', 'Lana Del Rey', 'Lana Del Rey', 'Lana Del Rey', 'Lana Del Rey']",Lana Del Rey.,True,False
natural_questions,who played john connor in the original terminator,"['Michael Edwards', 'Edward Furlong', 'Michael Edwards', 'Michael Edwards ( briefly as the older Connor )', 'Edward Furlong throughout the remainder of the film']",Arnold Schwarzenegger,False,False
natural_questions,the octet rule states that in chemical compounds atoms tend to have the electron configuration of a,"['noble gas', 'noble gas', 'noble gas']",noble gas.,True,False
natural_questions,what episode does luffy get to fishman island,"['Landing at the Fish - Man Island ! Beautiful Mermaids !', 'Landing at the Fish - Man Island ! Beautiful Mermaids !', 'Landing at the Fish - Man Island ! Beautiful Mermaids !']",Episode 457.,False,False
natural_questions,where is the oldest house in america located,"['Taos Pueblo', 'Taos Pueblo']","St. Augustine, Florida.",False,False
natural_questions,who was the walker rick killed in the first episode,"['a little girl ( Addy Miller )', 'Addy Miller']",Shane Walsh,False,False
natural_questions,who sings the rap in baby by justin bieber,"['Ludacris', 'Ludacris', 'Ludacris', 'Ludacris', 'Ludacris']",Ludacris.,True,False
natural_questions,who plays the beast on the new beauty and the beast,"['Dan Stevens', 'Dan Stevens', 'Dan Stevens', 'Dan Stevens', 'Dan Stevens']",Dan Stevens.,True,False
natural_questions,who starred in the film far from the madding crowd,"['Carey Mulligan', 'Matthias Schoenaerts', 'Michael Sheen', 'Tom Sturridge', 'Juno Temple', 'Carey Mulligan', 'Matthias Schoenaerts', 'Michael Sheen', 'Tom Sturridge', 'Juno Temple', 'Carey Mulligan', 'Matthias Schoenaerts', 'Michael Sheen', 'Tom Sturridge', 'Juno Temple']",Carey Mulligan and Matthias Schoenaerts.,True,False
natural_questions,jawaharlal nehru centre for advanced scientific research jakkur campus,"['Jakkur , Bangalore , India']",I don't know.,False,False
natural_questions,what inspired huxley to write brave new world,"['the utopian novels of H.G. Wells', 'the utopian novels of H.G. Wells , including A Modern Utopia ( 1905 ) and Men Like Gods ( 1923 )']","The rise of Fordism and consumerism, along with his observations of Soviet Russia and the United States.",False,False
natural_questions,two atoms of the same element that are covalently bonded,['shared pairs or bonding pairs'],A molecule.,False,False
natural_questions,where is arachidonic acid found in the body,"['brain', 'muscles', 'liver']",Cell membranes.,False,False
natural_questions,who appoints the chair of the federal reserve system,"['the President of the United States', 'President of the United States', 'the President of the United States', 'the President of the United States', 'the President of the United States']","The President of the United States, with Senate confirmation.",True,False
natural_questions,how do you spell padawan from star wars,"['Padawan', 'Padawan', 'Padawan', 'Padawan', 'Padawan']",P-A-D-A-W-A-N,False,False
natural_questions,who are the australia's got talent judges,"['Kelly Osbourne', 'Sophie Monk', 'Eddie Perfect', 'Ian Dickson', 'Kelly Osbourne', ""Ian `` Dicko '' Dickson"", 'Sophie Monk', 'Eddie Perfect', 'Kelly Osbourne', ""Ian `` Dicko '' Dickson"", 'Sophie Monk', 'Eddie Perfect']","Shane Warne, Dannii Minogue, Red Symons, and Timomatic.",False,False
natural_questions,when are general elections held in the us,['every two to six years'],The first Tuesday after the first Monday in November.,False,False
natural_questions,who played in the stanley cup finals last year,"['Pittsburgh Penguins', 'Nashville Predators', 'Pittsburgh Penguins', 'Nashville Predators', 'Pittsburgh Penguins', 'Nashville Predators', 'The Eastern Conference champion and defending Stanley Cup champion Pittsburgh Penguins', 'the Western Conference champion Nashville Predators']",The Vegas Golden Knights and the Florida Panthers.,False,False
natural_questions,dry cold wind in south america that blows south west from the andes to the atlantic,"['Garua , la garúa , or garoa']",Pampero wind,False,False
natural_questions,who has been appointed as the election commissioner of india,"['Om Prakash Rawat', 'Om Prakash Rawat', 'Om Prakash Rawat', 'Om Prakash Rawat', 'Om Prakash Rawat']",Gyan Sudha Mishra.,False,False
natural_questions,who played the virgin in conan the destroyer,"[""Olivia d'Abo"", ""Olivia d'Abo"", ""Olivia d'Abo"", ""Olivia d'Abo"", ""Olivia d'Abo""]",Sarah Douglas,False,False
natural_questions,who won the food network star in 2016,"['Tregaye Fraser', 'Tregaye Fraser', 'Tregaye Fraser', 'Tregaye Fraser']",Daniele Udell,False,False
natural_questions,how many scholarships do division 2 football teams get,"['36.0', '36.0', '36.0', '36.0']",I don't know.,False,False
natural_questions,the main idea of limited government is that,"['the government is empowered by law from a starting point of having no power , or where governmental power is restricted by law , usually in a written constitution', 'governmental power is restricted by law', 'protection of individual liberty from government intrusion', 'government is empowered by law from a starting point of having no power , or where governmental power is restricted by law , usually in a written constitution']",The government's power should be restricted by laws and a constitution.,False,False
natural_questions,when did sweet caroline start at red sox games,"['at least 1997', '1997', '1997', 'since at least 1997 , and in the middle of the eighth inning at every game since 2002']",1975.,False,False
natural_questions,criminal minds what episode does jj find out she pregnant,"['The Crossing', 'in April 2011']","Season 9, Episode 12 (""Northern Exposure"").",False,False
natural_questions,who was the book of philippians written to,"['to the church at Philippi , one of the earliest churches to be founded in Europe', 'Philippians', 'to the church at Philippi , one of the earliest churches to be founded in Europe', 'the church at Philippi']",The church in Philippi.,True,False
natural_questions,what is the meaning of sinus rhythm in ecg,"['cardiac rhythm where depolarization of the cardiac muscle begins at the sinus node', 'any cardiac rhythm where depolarization of the cardiac muscle begins at the sinus node', 'the presence of correctly oriented P waves', 'any cardiac rhythm where depolarization of the cardiac muscle begins at the sinus node', 'characterised by the presence of correctly oriented P waves on the electrocardiogram ( ECG )']","Sinus rhythm means the heart's electrical impulses originate from the sinoatrial (SA) node, which is the normal pacemaker of the heart.",False,False
natural_questions,who has the most 70 point games in nba history,"['Wilt Chamberlain', 'Wilt Chamberlain *', 'Chamberlain , Wilt', 'Booker , Devin', 'Wilt Chamberlain']",Michael Jordan.,False,False
natural_questions,what is the meaning of the name habib,"['beloved', ""`` beloved ''"", ""`` beloved ''"", 'beloved']","Habib means ""beloved"" or ""friend"" in Arabic.",True,False
natural_questions,who carried florida by 537 votes in 2000,"['George W. Bush', 'Bush', 'Bush', 'Bush', 'George W. Bush']",George W. Bush.,True,False
natural_questions,where will the oscars be held this year,"['Dolby Theatre in Hollywood , Los Angeles , California', 'Dolby Theatre in Hollywood , Los Angeles , California', 'the Dolby Theatre in Hollywood , Los Angeles , California', 'at the Dolby Theatre in Hollywood , Los Angeles , California']","Los Angeles, California.",True,False
natural_questions,when did ohio state join the big 10,"['1912', '1912', '1912', '1912', '1912']",2011,False,False
natural_questions,what are the dimensions of an iphone se,"['123.8 mm ( 4.87 in ) H', '58.6 mm ( 2.31 in ) W', '7.6 mm ( 0.30 in ) D', '123.8 mm ( 4.87 in ) H', '58.6 mm ( 2.31 in ) W', '7.6 mm ( 0.30 in ) D', '123.8 mm ( 4.87 in ) H', '58.6 mm ( 2.31 in ) W', '7.6 mm ( 0.30 in ) D', '123.8 mm ( 4.87 in ) H', '58.6 mm ( 2.31 in ) W', '7.6 mm ( 0.30 in ) D', '123.8 mm ( 4.87 in ) H', '58.6 mm ( 2.31 in ) W', '7.6 mm ( 0.30 in ) D']",4.81 x 2.65 x 0.29 inches (121.5 x 67.3 x 7.3 mm),False,False
natural_questions,where was the movie silver linings playbook filmed,"['Upper Darby , Ridley Park , and Lansdowne small communities just outside Philadelphia , Pennsylvania', 'Upper Darby', 'Ridley Park', 'Lansdowne', 'just outside Philadelphia , Pennsylvania', 'small communities just outside Philadelphia , Pennsylvania', 'Upper Darby', 'Ridley Park', 'Lansdowne']","Pittsburgh, Pennsylvania.",False,False
natural_questions,who is the longest serving member of the house in history,"['John Dingell', 'John Dingell', 'John Dingell', 'John Dingell', 'John Dingell']",Jim Wright.,False,False
natural_questions,who plays the dragon queen from game of thrones,"['Emilia Clarke', 'Emilia Clarke']",Emilia Clarke.,True,False
natural_questions,when does episode 29 of boruto come out,"['October 18 , 2017', 'October 18 , 2017', 'October 18 , 2017', 'October 18 , 2017', 'October 18 , 2017']","Episode 29 of Boruto comes out on November 19, 2023.",False,False
natural_questions,who played mr. kincaid on the partridge family,"['David Joseph Madden', 'David Joseph Madden', 'David Joseph Madden', 'David Joseph Madden', 'David Joseph Madden']",Brian Forster.,False,False
natural_questions,what kind of trees have heart shaped leaves,"['Eastern Redbud', 'Linden', 'Catalpa', 'Eastern Redbud']",Red maple and sweetgum trees often have heart-shaped leaves.,False,False
natural_questions,where did the british empire control an entire continent,"['Australia', 'Australia', 'Australia', 'Australia']",Africa,False,False
natural_questions,when should a non rebreather mask be used,"['for patients with physical trauma , chronic airway limitation , cluster headache , smoke inhalation , and carbon monoxide poisoning , or any other patients who require high - concentration oxygen , but do not require breathing assistance', 'patients with physical trauma , chronic airway limitation , cluster headache , smoke inhalation , and carbon monoxide poisoning , or any other patients who require high - concentration oxygen , but do not require breathing assistance', 'for patients with physical trauma , chronic airway limitation , cluster headache , smoke inhalation , and carbon monoxide poisoning , or any other patients who require high - concentration oxygen , but do not require breathing assistance']",When the patient is in respiratory distress or has hypoxemia and needs high oxygen concentrations.,False,False
