dataset,question,correct_answer,generated_answer,is_correct,context_used
ru_rag,Где гробница Тамерлана?,"Гур-Эмир, Самарканд, Узбекистан","В Самарканде, Узбекистан.",False,False
ru_rag,Где захоронен Сталин?,Некрополь у Кремлёвской стены,"Мавзолей Ленина, Красная площадь, Москва.",False,False
ru_rag,Где образовалась группа Битлз?,"Ливерпуль, Великобритания","Ливерпуль, Англия.",False,False
ru_rag,Где похоронен Гагарин?,"Некрополь у Кремлёвской стены, Москва",В Кремлёвской стене.,False,False
ru_rag,Где похоронена Юлия Началова?,Троекуровское кладбище,В подмосковном городе Дмитров.,False,False
ru_rag,Где родилась Пугачева?,Москва,Москва.,True,False
ru_rag,Где учился Гарри Поттер?,в школе магии Хогвартс,Хогвартс.,False,False
ru_rag,Где штаб-квартира АСЕАН?,"Джакарта, Индонезия","Джакарта, Индонезия.",True,False
ru_rag,За кем замужем Вера Брежнева?,Константин Меладзе,Константин Меладзе.,True,False
ru_rag,За кого играет Криштиану Роналду?,Ювентус,Аль-Наср.,False,False
ru_rag,Из какой династии был Хлодвиг?,Меровинги,Меровингов.,False,False
ru_rag,Из какой династии Карл Великий?,Каролинги,Каролингская династия.,False,False
ru_rag,Из какой династии королева Елизавета 2?,Виндзоры,Виндзорская.,False,False
ru_rag,Какая группа исполняет песню How much is the fish?,Scooter,성시경 (Seo Taiji and Boys),False,False
ru_rag,Какая киностудия снимает фильм Сваты?,Квартал 95,"Кинокомпания ""Галион-Медиа"".",False,False
ru_rag,Какая киностудия сняла фильм Д'артаньян и три мушкетёра?,Одесская киностудия,Киностудия «Мосфильм».,False,False
ru_rag,Какая компания владеет сервисом Youtube?,Google,Google.,True,False
ru_rag,Какая компания сняла мультфильм История игрушек?,"Pixar, Walt Disney Pictures",Pixar.,False,False
ru_rag,Какая родительская компания у Google?,Alphabet Holding,Alphabet Inc.,False,False
ru_rag,Какая столица в Великобритании?,Лондон,Лондон.,True,False
ru_rag,Какая столица Вологодской области?,Вологда,Вологда.,True,False
ru_rag,Какая столица Вьетнама?,Ханой,Ханой.,True,False
ru_rag,Каких наград был удостоен Солженицын?,Нобелевская премия по литературе,I don't know.,False,False
ru_rag,Какое воинское звание было у Гитлера?,ефрейтор,Генерал-полковник (Generaloberst),False,False
ru_rag,Какое воинское звание у Лукашенко?,Подполковник запаса,Генерал-полковник.,False,False
ru_rag,На каких инструментах играл Вивальди?,Скрипка,Скрипка и клавесин.,True,False
ru_rag,Какой певческий голос у Ким Тэ Хена?,Баритон,Тенор.,False,False
ru_rag,Какой разработчик игр создал Clash of Clans?,Supercell,Supercell.,True,False
ru_rag,Какой разработчик игр создал Contra?,Konami,Konami.,True,False
ru_rag,Какой разработчик создал Сталкер?,GSC Game World,GSC Game World.,True,False
ru_rag,Какой титул носил Лев Николаевич Толстой?,Граф,Граф.,True,False
ru_rag,Какую религию исповедуют осетины?,"Христианство, ислам",Большинство осетин исповедуют индуизм и христианство.,False,False
ru_rag,Кто архитектор Спасской башни кремля?,Пьетро Антонио Солари,Барма и Постник Феодорович.,False,False
ru_rag,Кто владеет Ютубом?,Google (с 2006 года),Google.,False,False
ru_rag,Кто дочь Светланы Тома?,Ирина Олеговна Лачина,Александра Том.,False,False
ru_rag,Кто исполняет песню Material girl?,Мадонна,Madonna.,False,False
ru_rag,Кто написал басню Лебедь щука и рак?,Иван Андреевич Крылов,Иван Андреевич Крылов.,True,False
ru_rag,Кто написал Человека-невидимку?,Герберт Джордж Уэллс,Герберт Уэллс.,False,False
ru_rag,Кто оператор фильма Стиляги?,‎Роман Васьянов,Андрей Тарковский.,False,False
ru_rag,Кто оператор фильма Цирк?,"Владимир Нильсен, Борис Петров, Борис Арецкий",Никита Михалков.,False,False
ru_rag,Кто организовал компанию Apple?,"Стив Джобс, Рональд Уэйн, Стив Возняк","Стив Джобс, Стив Возняк и Рональд Уэйн.",False,False
ru_rag,Кто основал компанию Microsoft?,"Билл Гейтс, Пол Аллен",Bill Gates и Paul Allen.,False,False
ru_rag,Кто открыл пенициллин?,Александр Флеминг,Александр Флеминг.,True,False
ru_rag,Кто папа Алсу Сафиной?,Ралиф Рафилович Сафин,Рем Сафин.,False,False
ru_rag,Кто проектировал Тауэрский мост?,"Хорас Джонс,  Джордж Д. Стивенсон",Базен Браун и Джон Роуэн.,False,False
ru_rag,Кто разработчик League of Legends?,Riot Games,Riot Games.,True,False
ru_rag,Кто отец Максима Галкина?,Александр Александрович Галкин,Юрий Галкин.,False,False
ru_rag,Кто снял Титаник?,Джеймс Кэмерон,Джеймс Кэмерон (James Cameron),True,False
ru_rag,Кто сын Магнето?,Пьетро Леншерр,Мучитель.,False,False
ru_rag,Кто сын Матвиенко Валентины?,Сергей Владимирович Матвиенко,I don't know.,False,False
ru_rag,На каких платформах выйдет Cyberpunk 2077?,"Xbox Series X, Google Stadia PC, PlayStation 4, Xbox One","PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S.",False,False
ru_rag,На каких платформах выйдет Diablo 4?,"PC, PlayStation 4, Xbox One","PC, PlayStation 4, PlayStation 5, Xbox One, Xbox Series X/S.",False,False
ru_rag,На какой реке стоит Вологда?,Вологда,На реке Волга.,False,False
ru_rag,На каком кладбище похоронен Кобзон?,"Востряковское кладбище, Москва","В Подмосковье, на Ново-Варянинском кладбище.",False,False
ru_rag,На каком кладбище похоронена Жанна Фриске?,"Николо-Архангельское кладбище, Балашиха",Новодевичье кладбище.,False,False
ru_rag,На чем играет Башмет?,Альт,Он играет на виолончели. (He plays the cello.),False,False
ru_rag,Столица какого региона город Уфа?,Республики Башкортостан,Башкортостан.,False,False
ru_rag,Столица какой страны Канберра?,Австралия,Австралия.,True,False
ru_rag,Столицей какой страны является город Сараево?,Босния и Герцеговина,Босния и Герцеговина (Bosnia and Herzegovina),True,False
ru_rag,Столицей чего является Вена?,Нижней Австрии,Австрии.,False,False
ru_rag,Столицей чего является Шри-Джаяварденепура-Котте?,Шри-Ланка,Шри-Ланка.,True,False
ru_rag,Столицей чего является Ямусукро?,Кот-д'Ивуара,Берег Слоновой Кости.,False,False
ru_rag,Чей фильм Зеленая книга?,Питера Фаррелли,Питера Фаррелли.,True,False
ru_rag,Что исповедуют мусульмане?,Ислам,Ислам.,True,False
ru_rag,Что окончил Шойгу?,Красноярский политехнический институт,Московский институт инженеров геодезии и землеустройства.,False,False
ru_rag,Чьим сыном является Фенрир?,Сын Локи и Ангрбоды,Локи.,False,False
ru_rag,Чья песня Sweet dreams?,Eurythmics,Eurythmics.,True,False
ru_rag,Какое административное устройство Беларуси?,"Брестская, Витебская, Гомельская, Гродненская, Минская, Могилёвская и город Минск, не входящий ни в одну область",Республика.,False,False
ru_rag,Какой вуз окончил известный российский актёр Сергей Бодров?,исторический факультет МГУ (отделение истории искусства),МГИК (Всероссийский государственный институт кинематографии).,False,False
ru_rag,Где жил Сталин?,"Санкт-Петербург, Новая Уда, Сольвычегодск, Нарым, Туруханск, Баку","Он жил в разных местах, включая Сочи и Кутаиси.",False,False
ru_rag,Где захоронен Иван Грозный?,"Архангельский собор, Москва",В Валдайском монастыре.,False,False
ru_rag,Чьим притоком является Иртыш?,Обь,Обь.,True,False
ru_rag,В какой лиге играет Зенит?,"Российская Премьер-Лига, Лига Европы УЕФА, Кубок России по футболу",РПЛ (Рим-Параллельная Лига),False,False
ru_rag,Кто создал компанию Адидас?,Адольф Дасслер,Адольф Даслер.,False,False
ru_rag,Кто создал компанию Майкрософт?,"Билл Гейтс,  Пол Аллен",Билл Гейтс и Пол Аллен.,False,False
ru_rag,Кто создал компанию Найк?,"Фил Найт, Билл Бауэрман",Фил Найт и Билл Бауэрман.,False,False
ru_rag,В каких войсках служил Путин?,в резидентуре советской внешней разведки,ГКД (Группа Командования Добровольцев) and КГБ.,False,False
ru_rag,В какой части земного шара расположена Великобритания?,у северо-западного берега континентальной Европы,Западная Европа.,False,False
ru_rag,В каком направлении творил Джузеппе Верди?,опера,Итальянский оперный композитор.,False,False
ru_rag,Где погребен Николай 2?,в Петропавловском соборе,В Петропавловском соборе в Санкт-Петербурге.,True,False
ru_rag,Где проживает Путин?,Ново-Огарёво,В Москве и Сочи.,False,False
ru_rag,К какой династии принадлежал Людовик 18?,Юурбонов,Бурбонов.,False,False
ru_rag,Какая компания владеет двигателями Rolls Royce?,Rolls-Royce Motor Cars Ltd,Варбургский союз (Warburg Pincus),False,False
ru_rag,Какая организационно-правовая форма компании Apple?,Частное предприятие,Корпорация с ограниченной ответственностью (LLC).,False,False
ru_rag,Какие реки впадают в озеро Байкал?,"Селенга, Верхняя Ангара, Баргузин, Турка, Сарма, Снежная","Ангара, Селенга, Верхняя Тунгуска, Идэр и другие.",False,False
ru_rag,Какое административное деление Венесуэлы?,Штаты Венесуэлы сгруппированы в 9 регионов,"Venezuela is divided into 23 states, plus the Capital District (Distrito Capital).",False,False
ru_rag,Какое административное устройство Японии?,Япония официально делится на 47 административных единиц высшего уровня — префектуры,Префектуры.,False,False
ru_rag,Какой национальности был Иисус Христос?,"Семит, израильтянин, иудей",Еврейской.,False,False
ru_rag,Какую научную работу опубликовал Джон фон Нейман?,Теория множеств,"John von Neumann made significant contributions to many fields including game theory, computer architecture (the ""von Neumann architecture""), and quantum mechanics.",False,False
ru_rag,Кто написал песню Катюша?,"Матвей Блантер,  Михаил Исаковский",Матвей Блантер и Михаил Исаковский.,False,False
ru_rag,Кто разработчик PUBG?,"PUBG Corporation, Krafton",Krafton.,False,False
ru_rag,Кто снял фильм Послезавтра?,Роланд Эммерих,Джеймс Кэмерон.,False,False
ru_rag,Куда впадает река Амур?,"Тихий океан, Охотское море, Татарский пролив",В Берингов море.,False,False
ru_rag,На какой улице находится Эйфелева башня в Париже?,"Champ de Mars, 5 Avenue Anatole France, 75007 Paris, Франция",Avenue Anatole France.,False,False
ru_rag,Столицей чего является Нижний Новгород?,Приволжский федеральный округ,Нижегородской области.,False,False
ru_rag,В какой холдинг входит Дикси?,ДКБР Мега Ритейл Групп лимитед,X5 Retail Group.,False,False
ru_rag,В каком стиле построен храм Василия Блаженного?,Шатровые храмы,Русский стиль.,False,False
ru_rag,Где штаб-квартира ООН?,"Нью-Йорк, Нью-Йорк, США",Нью-Йорк.,False,False
ru_rag,Где штаб-квартира ЦРУ?,"Лэнгли, Маклин, Вирджиния, США","Вашингтон, округ Колумбия.",False,False
ru_rag,Какая причина смерти Василия Шукшина?,Сердечный приступ,Сердечный приступ (Heart attack).,True,False
ru_rag,Какая причина смерти Виктора Цоя?,Дорожно-транспортное происшествие,Виктор Цой погиб в автокатастрофе. (Victor Tsoi died in a car accident.),False,False
ru_rag,Какая причина смерти Вилли Токарева?,Рак,I don't know.,False,False
ru_rag,Каким титулом обладал португальский мореплаватель на испанской службе Фернан Магеллан?,аделантадо,Capitán general (General Captain),False,False
ru_rag,Какой архитектурный стиль здания манежа в Москве?,Московский ампир,Неоклассицизм.,False,False
ru_rag,Какой жанр музыки у Imagine Dragons?,инди-рок,Альтернативный рок (Alternative rock).,False,False
ru_rag,Какой пост занимает Голикова?,Заместитель Председателя Правительства Российской Федерации,Заместитель председателя правительства Российской Федерации. (Deputy Prime Minister of Russia),True,False
ru_rag,Какой приток реки Припять?,"Горынь, Стоход, Стыр, Турья, Уборть, Уж, Ствига (правые); Вить, Ипа, Лань, Птичь, Случь, Цна, Бобрик, Ясельда (левые)",Турья.,False,False
ru_rag,Какой университет окончил Тютчев?,Московский государственный университет имени М.В.Ломоносова,Московский университет.,False,False
ru_rag,Какую религию исповедуют татары?,"ислам, православие",Большинство татар - мусульмане-сунниты.,False,False
ru_rag,Кто написал известную трилогию о хоббитах?,Дж. Р. Р. Толкина,Дж. Р. Р. Толкин.,False,False
ru_rag,Кто проектировал Лахта центр?,Тони Кетл,"Skousen, Foster and Partners.",False,False
ru_rag,Кто режиссер фильма Т 34?,Алексей Сидоров,Алишер Усманов.,False,False
ru_rag,Кто режиссёр советской версии телесериала о Шерлоке Холмсе?,Игорь Масленников,Игорь Масленников.,True,False
ru_rag,Кто снял фильм Аватар?,Джеймс Кэмерон,Джеймс Кэмерон.,True,False
ru_rag,Кто снял фильм в котором Джонни Депп сыграл роль Эдварда Руки ножницы?,Тим Бёртон,Тим Бёртон.,True,False
ru_rag,Кто снял фильм Изгой?,Роберт Земекис,Роберт Земекис.,True,False
ru_rag,Кто снял фильм Солдат Джейн?,Ридли Скотт,Ридли Скотт.,True,False
ru_rag,Куда впадает река Енисей?,"Карское море, Северный ледовитый океан, Енисейский залив",В Северный Ледовитый океан.,False,False
ru_rag,На какой позиции играет Неймар?,Нападающий,Нападающий (Forward).,True,False
ru_rag,Столица какого региона Воронеж?,Центрально-Черноземного региона,Воронежская область.,False,False
ru_rag,Столицей чего является Оттава?,Канады,Канады.,True,False
ru_rag,Кто является матерью Владимира Мономаха?,Мономахиня,Анна Всеволодовна.,False,False
ru_rag,Где погребена Богородица?,"Находится в пещерном храме Успения Богородицы в Гефсимании, у подножия западного склона Елеонской горы, в долине Кедрон, в Иерусалиме (Восточном Иерусалиме)",В Гефсиманском саду в Иерусалиме.,False,False
ru_rag,К какому жанру литературы относится произведение В Скотта Айвенго?,Романтизм,Исторический роман.,False,False
ru_rag,Где находится Бермудский треугольник?,Атлантический океан,В западной части Северной Атлантики.,False,False
ru_rag,Где дельта реки Невы?,в Санкт-Петербурге,В Санкт-Петербурге.,True,False
ru_rag,Где устье реки Енисей?,"Северный Ледовитый океан,Карское море,Енисейский залив",В Карском море.,False,False
ru_rag,Кто отец актрисы Ив Хьюсон?,Эли Хьюсон,I don't know.,False,False
ru_rag,Кто оператор фильма Зеркало?,Георгий Иванович Рерберг,Андрей Тарковский.,False,False
ru_rag,В каком виде спорта прославился Евгений Кафельников?,Теннис,Теннис.,True,False
ru_rag,В каком жанре изобразительного искусства работал художник Илья Машков?,Портрет,Экспрессионизм и постимпрессионизм.,False,False
ru_rag,В каком жанре Том Форд снял свой фильм Под покровом ночи?,неонуар,Романтическая драма.,False,False
ru_rag,Какая советская киностудия сняла фильм Джентльмены удачи?,Мосфильм,Mosfilm.,False,False
ru_rag,Какой город столица штата Арканзас?,Литл-Рок,Литл-Рок.,True,False
ru_rag,Какой город является столицей Австралии?,Канберра,Канберра.,True,False
ru_rag,Кто сочинил симфонию Прощальную?,Йозеф Гайдн,Иоганн Франц Хайдн.,False,False
ru_rag,Кто является автором балета Золушка?,Сергей Прокофьев,Родион Щедрин.,False,False
ru_rag,На каких языках говорят в Швейцарии?,"немецкий, французский, итальянский, ретороманский","Немецкий, французский, итальянский и ретороманский.",False,False
ru_rag,В какой столице дворец Огузхан?,Ашхабаде,Анкара.,False,False
ru_rag,В каком направлении пел Виктор Цой?,"рок-музыка, новая волна, панк-рок, постпанк",I don't know.,False,False
ru_rag,В каком направлении пел Синатра?,"свинг, джаз, традиционная поп-музыка, биг-бэнд, вокальная музыка",I don't know.,False,False
ru_rag,В каком направлении писал Лермонтов?,"романтизм, реализм",Романтизм.,False,False
ru_rag,В каком стиле строил Растрелли?,барокко,Барокко и рококо.,True,False
ru_rag,Где погребен Петр 1?,‎Петропавловский собор,В Петропавловском соборе в Санкт-Петербурге.,False,False
ru_rag,Какая группа исполняет песню Отель Калифорния?,Eagles,The Eagles.,True,False
ru_rag,Какая причина смерти Сергея Захарова?,Сердечная недостаточность,I don't know.,False,False
ru_rag,Какое воинское звание было у Сталина?,Генералиссимус Советского Союза,Генерал армии (General of the Army).,False,False
ru_rag,Какой певческий голос у Дмитрия Хворостовского?,драматический баритон,Баритон.,False,False
ru_rag,Какой титул носила Екатерина 2?,"Божиею поспешествующую милостию мы, Екатерина Вторая, императрица и самодержица Всероссийская, Московская, Киевская, Владимирская, Новгородская, царица Казанская, царица Астраханская, царица Сибирская, царица Херсониса-Таврическаго, государыня Псковская и великая княгиня Смоленская, княгиня Эстляндская, Лифляндская, Корельская, Тверская, Югорская, Пермская, Вятская, Болгарская и инных, государыня и великая княгиня Нова-города Низовския земли, Черниговская, Рязанская, Полоцкая, Ростовская, Ярославская, Белоозерская, Удорская, Обдорская, Кондийская, Витепская, Мстиславская и всея Северныя страны повелительница и государыня Иверския земли, Карталинских и Грузинских царей и Кабардинския земли, Черкаских и Горских князей, и иных наследная государыня и обладательница",Императрица (Empress).,False,False
ru_rag,Кто архитектор Исаакиевского собора?,Огюст Монферран,Александр Штакеншнейдер.,False,False
ru_rag,Кто была мать Ивана Грозного?,Елена Васильевна Глинская,Елена Васильевна (в девичестве Толочко).,False,False
ru_rag,Кто изготовил первый печатный станок?,Иоганн Гутенберг,Иоганн Гутенберг.,True,False
ru_rag,Кто нарисовал Джоконду?,Леонардо да Винчи,Леонардо да Винчи.,True,False
ru_rag,Кто снял фильм Курск?,Томас Винтерберг,Антон Мегердичев.,False,False
ru_rag,Кто является автором картины Последний день Помпеи?,Карл Брюллов,Карл Брюллов.,True,False
ru_rag,Куда впадает река Великая?,в Псковско-Чудское озеро,В Белое море.,False,False
ru_rag,На каких языках говорят в Тайланде?,Тайский язык,Тайский. I don't know other common languages spoken there.,False,False
ru_rag,Какой оригинальный язык у Ведьмака?,Польский,Польский.,True,False
ru_rag,В каком направлении творил Ван Гог?,постимпрессионизм,Постимпрессионизм.,True,False
ru_rag,Кто автор картины Мона Лиза?,Леонардо да Винчи,Леонардо да Винчи.,True,False
ru_rag,Какое количество эпизодов в Доктор Хаус?,177,216.,False,False
ru_rag,Какое число серий в сериале Мосгаз?,8,I don't know.,False,False
ru_rag,В каком году была создана Международная федерация любительской борьбы?,1912,1912 год.,True,False
ru_rag,В каком году изобретён пулемёт Максим?,1883,1887 год.,False,False
ru_rag,Когда впервые напечатали Собачье сердце?,1987,1925 год.,False,False
ru_rag,Когда распущен СЭВ?,1991,1991 год.,True,False
ru_rag,Количество сезонов Доктор Хаус?,8,8,True,False
ru_rag,Сколько сезонов в Менталисте?,7,7,True,False
ru_rag,Сколько сезонов в сериале Мост Дания Швеция?,4,3 сезона.,False,False
ru_rag,Когда основан Нижегородский кремль?,1508,1221 год.,False,False
ru_rag,В каком году изобретен транзистор?,23 декабря 1947 года,1947 год.,False,False
ru_rag,В каком году обнаружили реликтовое излучение?,1948,1964 год.,False,False
ru_rag,В каком месяце произошло Бородинское сражение?,"26 августа,7 сентября 1812 года",Сентябре.,False,False
ru_rag,Какая дата изобретения фотографии?,7 января 1839 года,19 августа 1839 года.,False,False
ru_rag,Какая площадь бассейна реки Лена?,2 420 000 км²,I don't know.,False,False
ru_rag,Какого роста Путин?,170 см,180 сантиметров.,False,False
ru_rag,Какой по счету месяц апрель?,Четвёртый месяц,Апрель - это четвертый месяц.,False,False
ru_rag,Какой по счёту месяц июнь?,Шестой месяц,Шестой.,False,False
ru_rag,Какой по счёту месяц сентябрь?,девятый,Девятый.,True,False
ru_rag,Когда был учрежден орден Славы?,от 8 ноября 1943,28 октября 1944 года.,False,False
ru_rag,Когда впервые был упомянут Гомель?,Ипатьевской летописи под 1142 годом как владение черниговских князей,1157 год.,False,False
ru_rag,Когда завершилась первая российская революция?,июнь 1907,Февраль 1917 года.,False,False
ru_rag,Когда изобретено радио?,1893-м,1895 год.,False,False
ru_rag,Когда написаны Мертвые души?,1841 г,1836-1842.,False,False
ru_rag,Когда состоялась премьера оперы Снегурочка Римского-Корсакова?,10 февраля 1882 года,18 февраля 1881 года.,False,False
ru_rag,Когда упразднили НКВД?,1943,13 февраля 1953 года.,False,False
ru_rag,Когда упразднили ФМС России?,в 2016 году,В 2016 году.,True,False
ru_rag,В каком году был создан Ютуб?,2005г,2005 год.,False,False
ru_rag,Какая дата изобретения телефона?,7 марта 1876 года Александром Беллом был получен патент на изобретение телефона,7 марта 1876 года.,False,False
ru_rag,Какая дата первого упоминания о городе Чердыни в летописных источниках?,1451 год,1420 год.,False,False
ru_rag,Какая дата первой постановки Иван Сусанин?,27 ноября (9 декабря) 1836 года,1934 год.,False,False
ru_rag,Какая дата первой постановки Ревизора?,4 мая (19 апреля) 1836 года,18 марта 1836 года.,False,False
ru_rag,Какая площадь бассейна реки Волга?,1 360 000 км²,I don't know.,False,False
ru_rag,Какое количество серий в сериале Молодежка?,260,"2 сезоны, 38 серий.",False,False
ru_rag,Когда был основан Владивосток?,2 июля 1860 г,1860 год.,False,False
ru_rag,Когда был создан Верховный тайный совет?,"8 февраля 1726 г., Россия",1762 год.,False,False
ru_rag,Когда был создан ВК?,2006 г,2016 год.,False,False
ru_rag,Когда был учрежден орден Отечественной войны?,20 мая 1942 года,26 апреля 1943 года.,False,False
ru_rag,Когда впервые был упомянут Витебск?,1021 г,1374 год.,False,False
ru_rag,Когда написан Евгений Онегин?,5 октября 1831 г,1823-1831.,False,False
ru_rag,Когда написано Слово о полку Игореве?,1187 года,Около 1187 года.,True,False
ru_rag,Когда началась Первая мировая?,28 июля 1914 г,28 июля 1914 года.,True,False
ru_rag,Когда прекратил существование комсомол?,27—28 сентября 1991 года,1991 год.,False,False
ru_rag,Когда распущен Варшавский договор?,1 июля 1991 года,1991 год.,False,False
ru_rag,Когда был выпущен фильм Девчата?,7 марта 1962,1985 год.,False,False
ru_rag,Количество сезонов Острые козырьки?,7,5,False,False
ru_rag,Сколько сезонов в сериале Мажор?,4,4 сезона.,True,False
ru_rag,Какая площадь бассейна озера Имандра?,12300,I don't know.,False,False
ru_rag,В каком году был создан Олимпийский комитет СССР?,1951 г,1951 год.,True,False
ru_rag,В каком году была создана Международная федерация гандбола?,11 июля 1946 г,1946,True,False
ru_rag,В каком году был подписан Лиссабонский договор?,13 декабря 2007 года,2007 год.,False,False
ru_rag,В каком году была учреждена Петербургская Городская дума?,В 1786,1721,False,False
ru_rag,В каком году образованы Вооруженные Силы СССР?,1946,1922,False,False
ru_rag,В каком году основаны ВДВ?,2 августа 1930 года,1930 год.,False,False
ru_rag,В каком году произошла битва на реке Калке?,31 мая 1223 г,1223 год.,False,False
ru_rag,В каком году выпущен фильм Ирония судьбы или с легким паром?,1975,1975,True,False
ru_rag,В каком году выпущен фильм Кавказская пленница?,1967,1987 год.,False,False
ru_rag,В каком году указом Екатерины II был основан город Херсон?,1778,1775.,False,False
ru_rag,В каком месяце закончилась 2 мировая война?,сентябрь,Сентябре.,False,False
ru_rag,В каком месяце произошел взрыв в Чернобыле?,апрель,Апрель.,True,False
ru_rag,Когда был выпущен айфон 6?,9 сентября 2014,Сентябрь 2014 года.,False,False
ru_rag,Когда была введена в действие первая конституция СССР?,31 января 1924,1924 год.,False,False
ru_rag,Когда завершилась вторая оборона Севастополя?,4 июля 1942 года,2 июля 1942 года.,False,False
ru_rag,Когда была введена в действие первая в мире атомная электростанция?,26 июня 1954,28 декабря 1954 года.,False,False
ru_rag,Когда образовалось Королевство Испания?,1479,1700 год.,False,False
ru_rag,Когда создан Петропавловский собор?,1 мая 1712,1725–1740 гг.,False,False
ru_rag,Когда прекратилась поддержка Windows XP?,"30 августа 2005, 14 апреля 2009 года, 8 апреля 2014 года",8 апреля 2014 года.,False,False
ru_rag,Когда убит Александр 2?,13 марта 1881 г,1 марта 1881 года.,False,False
ru_rag,Когда умерла Ирина Цывина?,18 апреля 2019 г,16 апреля 2024 года.,False,False
ru_rag,Сколько стран участвовало в олимпиаде 1980 в Москве?,80 стран,80,True,False
ru_rag,В каком году был выпущен первый русский автомобиль?,1896,1897 год.,False,False
ru_rag,В каком году был выпущен фильм Терминатор?,1984,1984 год.,True,False
ru_rag,В каком году был заключен Тильзитский мир?,1807,1807 год.,True,False
ru_rag,В каком году был образован город Томск?,1604 г,1597 год.,False,False
ru_rag,В каком году был открыт пенициллин?,1928,1928,True,False
ru_rag,В каком году был открыт первый университет в Москве?,1755,1755 год.,True,False
ru_rag,В каком году был открыт Южный полюс?,В декабре 1911,1911 год.,False,False
ru_rag,В каком году был подписан Версальский мирный договор?,1919,1919 год.,True,False
ru_rag,В каком году была основана компания Kenwood?,1946,1947 год.,False,False
ru_rag,В каком году были основаны Химки?,1939,1356 год.,False,False
ru_rag,В каком году было заключено Ям Запольское перемирие?,5 (15) января 1582 год,1634 год.,False,False
ru_rag,В каком году было начато строительство космодрома Байконур?,20 июля 1955,1955 год.,False,False
ru_rag,В каком году было образовано государство Израиль?,14 мая 1948 г,1948 год.,False,False
ru_rag,В каком году было открыто первое в России высшее учебное заведение Славяно-греко-латинская академия?,В конце 1687 г,1701 год.,False,False
ru_rag,В каком году вышел Наруто?,2002,2002 год.,True,False
ru_rag,В каком году вышел фильм Бригада?,2002,2002,True,False
ru_rag,В каком году завершилась Первая мировая?,11 ноября 1918,1918 год.,False,False
ru_rag,В каком году закончился сериал Папины дочки?,2013,2019 год.,False,False
ru_rag,В каком году изобрели компьютерную мышь?,1968,1964 год.,False,False
ru_rag,В каком году изобретен баскетбол?,в 1891 году,1891 год.,False,False
ru_rag,В каком году изобретен кубик Рубика?,1974,1974,True,False
ru_rag,В каком году образовалось НАТО?,1949,1949.,True,False
ru_rag,В каком году образован УОБАО?,1937,1992 год.,False,False
ru_rag,В каком году образована Новосибирская область?,28 сентября 1937 года,1937 год.,False,False
ru_rag,В каком году основана Казань?,1005 г,1005 год.,True,False
ru_rag,В каком году основана компания Denso?,16 декабря 1949 г,1949 год.,False,False
ru_rag,В каком году основаны Ессентуки?,1825,1782 год.,False,False
ru_rag,В каком году открыта Америка Колумбом?,1492,1492 год.,True,False
ru_rag,В каком году построен Эрмитаж?,1764,1764 год.,True,False
ru_rag,В каком году построена первая железная дорога в России?,1837,1837 год.,True,False
ru_rag,В каком году построена Статуя Свободы?,1875,1886 год.,False,False
ru_rag,В каком году построена Эйфелева башня?,28 января 1887 г,1889 год.,False,False
ru_rag,В каком году прекратилась династия Рюриковичей?,1598,1613 год.,False,False
ru_rag,В каком году произошла Полтавская битва?,1709,1709 год.,True,False
ru_rag,В каком году произошёл Медный бунт?,1662,1667 год.,False,False
ru_rag,В каком году родилась Билли Айлиш?,2001 г,2001 год.,True,False
ru_rag,В каком году родилась Валентина Терешкова?,6 марта 1937 г,1937 год.,False,False
ru_rag,В каком году вышел фильм Афоня?,1975,1975 год.,True,False
ru_rag,В каком году вышел фильм Иван Васильевич меняет профессию?,1973,1973 год.,True,False
ru_rag,В каком году создан Инстаграм?,6 октября 2010 г,2010,True,False
ru_rag,В каком году убили Игоря Талькова?,6 октября 1991 г,1991,True,False
ru_rag,В каком году убили Михаила Круга?,2002,1996 год.,False,False
ru_rag,В каком году убили Пабло Эскобара?,2 декабря 1993 г,1993 год.,False,False
ru_rag,В каком году умер Вольф Мессинг?,8 ноября 1974 г,1992 год.,False,False
ru_rag,В каком году умер Высоцкий?,1980,1980 год.,True,False
ru_rag,В каком году умерла принцесса Диана?,31 августа 1997 г,1997 год.,False,False
ru_rag,В каком году учрежден орден Красной Звезды?,1930,1930 год.,True,False
ru_rag,В каком году была заложена чернобыльская АЭС?,1972,1972,True,False
ru_rag,Когда был выпущен Clash Royale?,2 марта 2016 года,2016 год.,False,False
ru_rag,Когда был образован Амгинский улус?,9 января 1930 г,1935 год.,False,False
ru_rag,Когда был основан Берлин?,1237 г,1237 год.,True,False
ru_rag,Когда был открыт электрон?,В 1897 году,1897 год.,False,False
ru_rag,Когда был построен Биг Бен?,31 мая 1859 г,1859 год.,False,False
ru_rag,Когда был учрежден орден Александра Невского?,21 мая (1 июня) 1725 г,29 августа 1943 года.,False,False
ru_rag,Когда был учрежден орден Октябрьской революции?,31 октября 1967 года,1920 год.,False,False
ru_rag,Когда был учрежден орден Победы?,8 ноября 1943 года,1943 год.,False,False
ru_rag,Когда была введена в строй Останкинская телебашня?,5 ноября 1967 года,1967 год.,False,False
ru_rag,Когда была заложена Семипалатинская крепость?,В 1718 году,1854 год.,False,False
ru_rag,Когда был основан Токмак?,1825,1820 год.,False,False
